currency,rate
ARS,24.051861
AUD,0.324054
BHD,0.090524
BWP,2.753483
BRL,1.366940
BND,0.325159
BGN,0.406956
CAD,0.299539
CLP,196.152838
CNY,1.540473
COP,918.001031
HRK,1.563887
CZK,5.314676
DKK,1.547639
EUR,0.208073
HKD,1.873839
HUF,74.673645
ISK,31.252743
INR,17.930609
IDR,3444.656815
IRR,10117.828718
ILS,0.754720
JPY,27.440997
KZT,103.352713
KRW,284.975527
KWD,0.072639
LYD,1.097059
MUR,10.358863
MXN,5.016946
NPR,28.823454
NZD,0.337560
NOK,2.053971
OMR,0.092570
PKR,40.929128
PHP,12.188649
PLN,0.955548
QAR,0.876350
RON,1.029801
RUB,17.336206
SAR,0.902833
SGD,0.325159
ZAR,3.714209
LKR,48.510468
SEK,2.062786
CHF,0.219923
TWD,6.705871
THB,8.040680
TTD,1.631788
TRY,2.335501
AED,0.884174
GBP,0.176472
USD,0.240755
VEF,105658.288090
