currency,rate
ARS,27.382575
AUD,0.365528
BHD,0.103297
BWP,3.097690
BRL,1.550448
BND,0.370574
BGN,0.464148
CAD,0.339850
CLP,223.487940
CNY,1.756979
COP,1033.080716
HRK,1.782923
CZK,6.076669
DKK,1.765649
EUR,0.237315
HKD,2.138130
HUF,85.428791
ISK,35.596763
INR,20.580330
IDR,3915.966386
IRR,11545.407471
ILS,0.861039
JPY,31.386581
KZT,117.487567
KRW,323.593133
KWD,0.082898
LYD,1.256112
MYR,1.140389
MUR,11.818550
MXN,5.676395
NPR,33.082880
NZD,0.382028
NOK,2.311854
OMR,0.105632
PKR,46.828042
PHP,13.892126
PLN,1.096219
RON,1.174421
RUB,19.477311
SAR,1.030220
SGD,0.370574
ZAR,4.213333
LKR,55.487838
SEK,2.353230
CHF,0.250839
TWD,7.652652
THB,9.162375
TTD,1.861987
TRY,2.621921
AED,1.008929
GBP,0.200877
USD,0.274725
VEF,119433.289448
