currency,rate
ARS,11.709930
AUD,0.157770
BHD,0.044073
BWP,1.340565
BRL,0.665511
BND,0.158308
BGN,0.198131
CAD,0.145834
CLP,95.499301
CNY,0.749997
COP,446.939529
HRK,0.761397
CZK,2.587512
DKK,0.753486
EUR,0.101303
HKD,0.912300
HUF,36.355736
ISK,15.215763
INR,8.729727
IDR,1677.071420
IRR,4925.983135
ILS,0.367444
JPY,13.359970
KZT,50.318476
KRW,138.743665
KWD,0.035365
LYD,0.534116
MYR,0.486862
MUR,5.043333
MXN,2.442559
NPR,14.033036
NZD,0.164345
OMR,0.045069
PKR,19.926824
PHP,5.934186
PLN,0.465220
QAR,0.426661
RON,0.501371
RUB,8.440334
SAR,0.439555
SGD,0.158308
ZAR,1.808306
LKR,23.617888
SEK,1.004291
CHF,0.107072
TWD,3.264832
THB,3.914699
TTD,0.794455
TRY,1.137066
AED,0.430471
GBP,0.085917
USD,0.117215
VEF,51440.972141
