currency,rate
ARS,0.769243
AUD,0.010269
BHD,0.002902
BWP,0.087022
BRL,0.043556
BND,0.010410
BGN,0.013039
CAD,0.009547
CLP,6.278322
CNY,0.049358
COP,29.021760
HRK,0.050087
CZK,0.170708
DKK,0.049601
EUR,0.006667
HKD,0.060065
HUF,2.399903
INR,0.578152
IDR,110.009058
IRR,324.338688
ILS,0.024189
JPY,0.881726
KZT,3.300513
KRW,9.090521
KWD,0.002329
LYD,0.035287
MYR,0.032036
MUR,0.332012
MXN,0.159464
NPR,0.929379
NZD,0.010732
NOK,0.064946
OMR,0.002967
PKR,1.315514
PHP,0.390264
PLN,0.030795
QAR,0.028092
RON,0.032992
RUB,0.547165
SAR,0.028941
SGD,0.010410
ZAR,0.118363
LKR,1.558789
SEK,0.066108
CHF,0.007047
TWD,0.214982
THB,0.257393
TTD,0.052308
TRY,0.073656
AED,0.028343
GBP,0.005643
USD,0.007718
VEF,3355.172734
