currency,rate
ARS,331.241159
AUD,4.475445
BHD,1.245042
BWP,37.894268
BRL,18.355118
BND,4.471836
BGN,5.599280
CAD,4.125838
CLP,2686.523969
CNY,21.188571
COP,12830.275072
HRK,21.530616
CZK,72.251544
DKK,21.290781
EUR,2.862866
HKD,25.774519
HUF,1027.987828
ISK,429.933272
INR,245.667504
IDR,47400.909339
IRR,139157.647880
ILS,10.297807
JPY,375.577542
KZT,1421.567482
KRW,3912.270854
LYD,15.098340
MYR,13.774784
MUR,142.776026
MXN,67.355204
NPR,394.910512
NZD,4.654987
NOK,28.385708
OMR,1.273188
PKR,563.069683
PHP,166.398839
PLN,13.162904
QAR,12.053067
RON,14.168101
RUB,236.083537
SAR,12.417308
SGD,4.471836
ZAR,49.835845
LKR,667.615140
SEK,28.452479
CHF,3.020709
TWD,92.207273
THB,110.120440
TTD,22.474839
TRY,32.086116
AED,12.160684
GBP,2.452383
USD,3.311282
VEF,1462845.701353
