currency,rate
ARS,0.122628
AUD,0.001652
BHD,0.000462
BWP,0.014039
BRL,0.006967
BND,0.001658
BGN,0.002075
CAD,0.001527
CNY,0.007854
COP,4.683205
HRK,0.007973
CZK,0.027096
DKK,0.007890
EUR,0.001061
HKD,0.009554
HUF,0.380667
ISK,0.159335
INR,0.091429
IDR,17.574784
IRR,51.584507
ILS,0.003848
JPY,0.139894
KZT,0.526928
KRW,1.452988
KWD,0.000370
LYD,0.005593
MYR,0.005098
MUR,0.052826
MXN,0.025579
NPR,0.146972
NZD,0.001721
NOK,0.010470
OMR,0.000472
PKR,0.208659
PHP,0.062148
PLN,0.004869
QAR,0.004468
RON,0.005250
RUB,0.088367
SAR,0.004603
SGD,0.001658
ZAR,0.018936
LKR,0.247332
SEK,0.010516
CHF,0.001121
TWD,0.034191
THB,0.040985
TTD,0.008319
TRY,0.011901
AED,0.004508
GBP,0.000900
USD,0.001227
VEF,538.712313
