currency,rate
ARS,14.738311
AUD,0.199131
BHD,0.055397
BWP,1.686075
BRL,0.816696
BND,0.198971
BGN,0.249135
CAD,0.183576
CLP,119.534737
CNY,0.942769
COP,570.872836
HRK,0.957988
CZK,3.214775
DKK,0.947316
EUR,0.127381
HKD,1.146817
HUF,45.739497
ISK,19.129537
INR,10.930779
IDR,2109.065580
IRR,6191.708332
ILS,0.458193
JPY,16.711023
KZT,63.251509
KRW,174.073365
KWD,0.044494
LYD,0.671789
MYR,0.612898
MUR,6.352705
MXN,2.996916
NPR,17.571228
NZD,0.207120
NOK,1.262999
OMR,0.056649
PKR,25.053336
PHP,7.403783
PLN,0.585673
QAR,0.536292
RON,0.630398
RUB,10.504348
SAR,0.552498
SGD,0.198971
ZAR,2.217406
LKR,29.705002
SEK,1.265970
CHF,0.134404
TWD,4.102689
THB,4.899721
TRY,1.427646
AED,0.541080
GBP,0.109117
USD,0.147333
VEF,65088.150419
