currency,rate
ARS,1.403068
AUD,0.018957
BHD,0.005274
BWP,0.160512
BRL,0.077748
BND,0.018942
BGN,0.023717
CAD,0.017476
CLP,11.379548
CNY,0.089750
COP,54.346335
HRK,0.091199
CZK,0.306042
DKK,0.090183
EUR,0.012126
HKD,0.109175
HUF,4.354339
ISK,1.821107
INR,1.040596
IDR,200.780241
IRR,589.442406
ILS,0.043619
JPY,1.590867
KZT,6.021460
KRW,16.571553
KWD,0.004236
LYD,0.063953
MYR,0.058347
MUR,0.604769
MXN,0.285302
NPR,1.672758
NZD,0.019718
NOK,0.120236
OMR,0.005393
PKR,2.385044
PHP,0.704830
PLN,0.055755
QAR,0.051054
RON,0.060013
SAR,0.052597
SGD,0.018942
ZAR,0.211094
LKR,2.827877
SEK,0.120519
CHF,0.012795
TWD,0.390571
THB,0.466447
TTD,0.095199
TRY,0.135910
AED,0.051510
GBP,0.010388
USD,0.014026
VEF,6196.305437
