currency,rate
ARS,80.568562
AUD,1.075542
BHD,0.303932
BWP,9.114385
BRL,4.562483
BND,1.090333
BGN,1.365745
CLP,657.572889
CNY,5.170139
COP,3040.257765
HRK,5.245924
CZK,17.880635
DKK,5.195345
EUR,0.698294
HKD,6.290980
HUF,251.383883
ISK,104.752041
INR,60.557982
IDR,11523.699165
IRR,33970.243190
ILS,2.533529
JPY,92.346674
KZT,345.685610
KRW,952.102986
KWD,0.243899
LYD,3.695879
MYR,3.355387
MUR,34.773914
MXN,16.699564
NPR,97.346956
NZD,1.124147
NOK,6.801848
OMR,0.310802
PKR,137.782921
PHP,40.873327
PLN,3.225726
QAR,2.942317
RON,3.455819
RUB,57.316000
SAR,3.031233
SGD,1.090333
ZAR,12.393769
LKR,163.262783
SEK,6.924016
CHF,0.738071
TWD,22.520540
THB,26.960876
TTD,5.478554
TRY,7.714393
AED,2.968587
GBP,0.591081
USD,0.808329
VEF,351410.541183
