currency,rate
ARS,15.633011
AUD,0.211220
BHD,0.058760
BWP,1.788430
BRL,0.866274
BND,0.211049
BGN,0.264259
CAD,0.194720
CLP,126.791182
COP,605.528095
HRK,1.016143
CZK,3.409930
DKK,1.004824
EUR,0.135114
HKD,1.216435
HUF,48.516147
ISK,20.290810
INR,11.594340
IDR,2237.097973
IRR,6567.580587
ILS,0.486008
JPY,17.725478
KZT,67.091239
KRW,184.640618
KWD,0.047195
LYD,0.712570
MYR,0.650104
MUR,6.738351
MXN,3.178846
NPR,18.637902
NZD,0.219693
NOK,1.339671
OMR,0.060088
PKR,26.574217
PHP,7.853236
PLN,0.621227
QAR,0.568848
RON,0.668667
RUB,11.142023
SAR,0.586038
SGD,0.211049
ZAR,2.352015
LKR,31.508266
SEK,1.342822
CHF,0.142563
TWD,4.351746
THB,5.197162
TTD,1.060706
TRY,1.514312
AED,0.573927
GBP,0.115741
USD,0.156277
VEF,69039.374952
