currency,rate
ARS,0.233011
AUD,0.003148
BHD,0.000876
BWP,0.026657
BRL,0.012912
BND,0.003146
BGN,0.003939
CAD,0.002902
CLP,1.889832
CNY,0.014905
COP,9.025442
HRK,0.015146
CZK,0.050825
DKK,0.014977
EUR,0.002014
HKD,0.018131
HUF,0.723137
ISK,0.302436
INR,0.172815
IDR,33.344115
IRR,97.890286
ILS,0.007244
JPY,0.264200
KRW,2.752082
KWD,0.000703
LYD,0.010621
MYR,0.009690
MUR,0.100436
MXN,0.047381
NPR,0.277799
NZD,0.003275
NOK,0.019968
OMR,0.000896
PKR,0.396091
PHP,0.117053
PLN,0.009259
QAR,0.008479
RON,0.009967
RUB,0.166073
SAR,0.008735
SGD,0.003146
ZAR,0.035057
LKR,0.469633
SEK,0.020015
CHF,0.002125
TWD,0.064863
THB,0.077464
TTD,0.015810
TRY,0.022571
AED,0.008554
GBP,0.001725
USD,0.002329
VEF,1029.037116
