currency,rate
ARS,32.166185
AUD,0.434602
BHD,0.120904
BWP,3.679839
BRL,1.782430
BND,0.434251
BGN,0.543735
CAD,0.400652
CLP,260.883122
CNY,2.057581
COP,1245.923079
HRK,2.090796
CZK,7.016207
DKK,2.067506
EUR,0.278007
HKD,2.502913
HUF,99.825900
ISK,41.749985
INR,23.856294
IDR,4603.010190
IRR,13513.328754
JPY,36.471605
KZT,138.045656
KRW,379.913020
KWD,0.097108
LYD,1.466170
MYR,1.337642
MUR,13.864702
MXN,6.540733
NPR,38.348992
NZD,0.452037
NOK,2.756481
OMR,0.123637
PKR,54.678603
PHP,16.158668
PLN,1.278224
QAR,1.170450
RON,1.375837
RUB,22.925613
SAR,1.205821
SGD,0.434251
ZAR,4.839462
LKR,64.830809
SEK,2.762965
CHF,0.293335
TWD,8.954069
THB,10.693582
TTD,2.182488
TRY,3.115820
AED,1.180900
GBP,0.238146
USD,0.321552
VEF,142054.103242
