currency,rate
ARS,23.355830
AUD,0.314676
BHD,0.087904
BWP,2.673801
BRL,1.327383
BND,0.315749
BGN,0.395179
CAD,0.290871
CLP,190.476417
CNY,1.495893
COP,891.435214
HRK,1.518630
CZK,5.160876
DKK,1.502853
EUR,0.202052
HKD,1.819612
HUF,72.512682
ISK,30.348328
INR,17.411720
IDR,3344.972697
IRR,9825.031240
ILS,0.732880
JPY,26.646889
KZT,100.361813
KRW,276.728687
KWD,0.070537
LYD,1.065311
MYR,0.971061
MUR,10.059090
MXN,4.871761
NPR,27.989339
NZD,0.327792
NOK,1.994532
OMR,0.089892
PKR,39.744689
PHP,11.835925
PLN,0.927896
QAR,0.850989
RUB,16.834518
SAR,0.876706
SGD,0.315749
ZAR,3.606724
LKR,47.106635
SEK,2.003091
CHF,0.213559
TWD,6.511811
THB,7.807993
TTD,1.584566
TRY,2.267915
AED,0.858588
GBP,0.171365
USD,0.233788
VEF,102600.667615
