currency,rate
ARS,6.646645
AUD,0.089804
BHD,0.024983
BWP,0.760382
BRL,0.368312
BND,0.089731
BGN,0.112354
CAD,0.082789
CLP,53.907463
CNY,0.425167
COP,257.450738
HRK,0.432031
CZK,1.449791
DKK,0.427218
EUR,0.057446
HKD,0.517188
HUF,20.627479
ISK,8.626989
INR,4.929534
IDR,951.140879
IRR,2792.320430
ILS,0.206635
JPY,7.536293
KZT,28.525000
KRW,78.503151
KWD,0.020066
LYD,0.302961
MYR,0.276403
MUR,2.864926
MXN,1.351541
NPR,7.924226
NZD,0.093406
NOK,0.569584
OMR,0.025548
PKR,11.298488
PHP,3.338939
PLN,0.264125
QAR,0.241855
RON,0.284295
RUB,4.737224
SAR,0.249164
SGD,0.089731
LKR,13.396284
SEK,0.570924
CHF,0.060613
TWD,1.850220
THB,2.209663
TTD,0.450977
TRY,0.643836
AED,0.244015
GBP,0.049209
USD,0.066444
VEF,29353.283852
