currency,rate
ARS,8.734920
AUD,0.117675
BHD,0.032875
BRL,0.496275
BND,0.118069
BGN,0.147776
CAD,0.108764
CLP,71.231163
CNY,0.559440
COP,333.590164
HRK,0.567912
CZK,1.930058
DKK,0.561979
EUR,0.075557
HKD,0.680511
HUF,27.115370
ISK,11.349652
INR,6.512577
IDR,1251.872289
IRR,3674.424435
ILS,0.274081
JPY,9.964832
KZT,37.533729
KRW,103.498049
KWD,0.026380
LYD,0.398396
MYR,0.363164
MUR,3.762873
MXN,1.821990
NPR,10.468967
NZD,0.122572
NOK,0.745799
OMR,0.033618
PKR,14.863044
PHP,4.426865
PLN,0.346820
QAR,0.318258
RON,0.373957
RUB,6.294503
SAR,0.327876
SGD,0.118069
ZAR,1.348859
LKR,17.617725
SEK,0.749067
CHF,0.079849
TWD,2.435430
THB,2.919401
TTD,0.592538
TRY,0.847706
AED,0.321100
GBP,0.064087
USD,0.087434
VEF,38373.104742
