currency,rate
ARS,0.881951
AUD,0.011916
BHD,0.003315
BWP,0.100896
BRL,0.048872
BND,0.011907
BGN,0.014908
CAD,0.010985
CLP,7.153047
CNY,0.056416
COP,34.161454
HRK,0.057327
CZK,0.192375
DKK,0.056688
EUR,0.007623
HKD,0.068626
HUF,2.737085
ISK,1.144726
INR,0.654106
IDR,126.208050
IRR,370.516424
ILS,0.027419
KZT,3.785017
KRW,10.416679
KWD,0.002663
LYD,0.040200
MYR,0.036676
MUR,0.380151
MXN,0.179338
NPR,1.051475
NZD,0.012394
NOK,0.075579
OMR,0.003390
PKR,1.499210
PHP,0.443048
PLN,0.035047
QAR,0.032092
RON,0.037724
RUB,0.628588
SAR,0.033062
SGD,0.011907
ZAR,0.132691
LKR,1.777569
SEK,0.075757
CHF,0.008043
TWD,0.245508
THB,0.293203
TTD,0.059841
TRY,0.085431
AED,0.032379
GBP,0.006530
USD,0.008817
VEF,3894.923250
