currency,rate
ARS,115.702625
AUD,1.563274
BHD,0.434894
BWP,13.236478
BRL,6.411448
BND,1.562014
BGN,1.955830
CAD,1.441156
CLP,938.403541
CNY,7.401174
COP,4481.618513
HRK,7.520650
CZK,25.237484
DKK,7.436875
HKD,9.003046
HUF,359.076423
ISK,150.175807
INR,85.811725
IDR,16557.150304
IRR,48607.803607
ILS,3.597027
JPY,131.189336
KZT,496.553901
KRW,1366.557255
KWD,0.349300
LYD,5.273854
MYR,4.811536
MUR,49.871704
MXN,23.527191
NPR,137.942347
NZD,1.625988
NOK,9.915135
OMR,0.444725
PKR,196.680391
PHP,58.123159
PLN,4.597806
QAR,4.210139
RON,4.948922
RUB,82.464042
SAR,4.337369
SGD,1.562014
ZAR,17.407674
LKR,233.198147
SEK,9.938458
CHF,1.055135
TWD,32.208025
THB,38.465099
TTD,7.850467
TRY,11.207689
AED,4.247730
GBP,0.856618
USD,1.156632
VEF,510972.394563
