currency,rate
ARS,25.170754
AUD,0.339129
BHD,0.094735
BWP,2.881575
BRL,1.430531
BND,0.340286
BGN,0.425888
CAD,0.313474
CLP,205.277875
CNY,1.612135
COP,960.706469
HRK,1.636639
CZK,5.561915
DKK,1.619636
EUR,0.217753
HKD,1.961010
HUF,78.147465
ISK,32.706622
INR,18.764742
IDR,3604.902360
IRR,10588.510434
ILS,0.789830
JPY,28.717553
KZT,108.160685
KRW,298.232597
KWD,0.076018
LYD,1.148094
MYR,1.046520
MUR,10.840757
MXN,5.250334
NPR,30.164322
NZD,0.353263
NOK,2.149522
OMR,0.096877
PKR,42.833152
PHP,12.755665
QAR,0.917118
RON,1.077708
RUB,18.142687
SAR,0.944833
SGD,0.340286
ZAR,3.886994
LKR,50.767177
SEK,2.158747
CHF,0.230154
TWD,7.017828
THB,8.414733
TTD,1.707699
TRY,2.444149
AED,0.925306
GBP,0.184682
USD,0.251955
VEF,110573.515045
