currency,rate
ARS,0.827696
AUD,0.011049
BHD,0.003122
BWP,0.093634
BRL,0.046866
BND,0.011201
BGN,0.014030
CAD,0.010273
CLP,6.755396
CNY,0.053108
COP,31.227049
HRK,0.053893
CZK,0.183680
DKK,0.053370
EUR,0.007173
HKD,0.064630
HUF,2.582266
ISK,1.075987
INR,0.622084
IDR,118.368364
IRR,348.984353
ILS,0.026027
JPY,0.948726
KZT,3.551310
KRW,9.781287
KWD,0.002506
LYD,0.037969
MYR,0.034471
MUR,0.357241
MXN,0.171581
NZD,0.011548
NOK,0.069881
OMR,0.003193
PKR,1.415477
PHP,0.419919
PLN,0.033136
QAR,0.030227
RON,0.035499
RUB,0.588743
SAR,0.031141
SGD,0.011201
ZAR,0.127357
LKR,1.677237
SEK,0.071131
CHF,0.007582
TWD,0.231318
THB,0.276952
TTD,0.056282
TRY,0.079253
AED,0.030497
GBP,0.006072
USD,0.008304
VEF,3610.123709
