currency,rate
ARS,1.348331
AUD,0.018217
BHD,0.005068
BWP,0.154250
BRL,0.074715
BND,0.018203
BGN,0.022792
CAD,0.016794
CLP,10.935610
CNY,0.086249
COP,52.226179
HRK,0.087641
CZK,0.294103
DKK,0.086665
EUR,0.011653
HKD,0.104916
HUF,4.184468
ISK,1.750062
IDR,192.947413
IRR,566.447112
ILS,0.041918
JPY,1.528804
KZT,5.786551
KRW,15.925065
KWD,0.004071
LYD,0.061458
MYR,0.056071
MUR,0.581176
MXN,0.274172
NPR,1.607500
NZD,0.018948
NOK,0.115545
OMR,0.005183
PKR,2.291999
PHP,0.677334
PLN,0.053580
QAR,0.049063
RON,0.057672
RUB,0.960988
SAR,0.050545
SGD,0.018203
ZAR,0.202859
LKR,2.717556
SEK,0.115817
CHF,0.012296
TWD,0.375334
THB,0.448250
TTD,0.091485
TRY,0.130608
AED,0.049501
GBP,0.009983
USD,0.013479
VEF,5954.575513
