currency,rate
ARS,109.392389
AUD,1.473715
BHD,0.411713
BWP,12.523571
BRL,6.215139
BND,1.478642
BGN,1.850681
CAD,1.362110
CLP,892.068508
CNY,7.006186
COP,4177.739999
HRK,7.112291
CZK,24.171221
DKK,7.037982
EUR,0.946238
HKD,8.522432
HUF,339.581251
ISK,142.138164
INR,81.560713
IDR,15677.911090
IRR,46016.914110
ILS,3.432468
JPY,124.795273
KZT,470.056303
KRW,1296.165136
KWD,0.330377
LYD,4.989336
MYR,4.548104
MUR,47.124600
MXN,22.817821
NPR,131.108846
NZD,1.535044
NOK,9.340066
OMR,0.421020
PKR,186.138378
PHP,55.440153
PLN,4.343423
QAR,3.985729
RON,4.683280
RUB,78.829652
SAR,4.106176
SGD,1.478642
ZAR,16.892534
LKR,220.636821
SEK,9.380990
TWD,30.500278
THB,36.561327
TTD,7.420687
TRY,10.616303
AED,4.021315
GBP,0.802601
USD,1.094980
VEF,480568.289405
