currency,rate
ARS,26.675763
AUD,0.360420
BHD,0.100267
BWP,3.051730
BRL,1.478188
BND,0.360129
BGN,0.450925
CAD,0.332265
CLP,216.353174
CNY,1.706374
COP,1033.257386
HRK,1.733920
CZK,5.818616
DKK,1.714605
EUR,0.230555
HKD,2.075693
HUF,82.786691
ISK,34.623710
INR,19.784281
IDR,3817.325770
IRR,11206.748620
ILS,0.829311
JPY,30.246294
KZT,114.482744
KRW,315.065946
KWD,0.080533
LYD,1.215911
MYR,1.109321
MUR,11.498147
MXN,5.424300
NPR,31.803231
NZD,0.374879
NOK,2.285979
OMR,0.102533
PKR,45.345552
PHP,13.400557
PLN,1.060045
QAR,0.970667
RON,1.140996
RUB,19.012457
SGD,0.360129
ZAR,4.013418
LKR,53.764886
SEK,2.291356
CHF,0.243266
TWD,7.425706
THB,8.868302
TTD,1.809961
TRY,2.583983
AED,0.979333
GBP,0.197497
USD,0.266667
VEF,117806.992968
