currency,rate
ARS,0.587647
AUD,0.007917
BHD,0.002212
BWP,0.067274
BRL,0.033398
BND,0.007944
BGN,0.009943
CAD,0.007318
CLP,4.792500
CNY,0.037638
COP,22.429040
HRK,0.038210
CZK,0.129851
DKK,0.037813
EUR,0.005084
HKD,0.045783
HUF,1.824462
ISK,0.763582
INR,0.438089
IDR,84.161501
IRR,247.203624
ILS,0.018440
JPY,0.670452
KZT,2.525163
KRW,6.962658
KWD,0.001775
LYD,0.026804
MYR,0.024432
MUR,0.253093
MXN,0.122576
NPR,0.704228
NZD,0.008247
NOK,0.050184
OMR,0.002262
PHP,0.297799
PLN,0.023346
QAR,0.021411
RON,0.025161
RUB,0.423566
SAR,0.022058
SGD,0.007944
ZAR,0.090747
LKR,1.185231
SEK,0.050399
CHF,0.005373
TWD,0.163841
THB,0.196454
TTD,0.039869
TRY,0.057062
AED,0.021603
GBP,0.004312
USD,0.005882
VEF,2581.493760
