currency,rate
ARS,59.110951
AUD,0.796304
BHD,0.222473
BWP,6.767496
BRL,3.357948
BND,0.798975
CAD,0.735935
CLP,482.031090
CNY,3.786226
COP,2258.197904
HRK,3.842689
CZK,13.062022
DKK,3.803040
EUR,0.511292
HKD,4.605153
HUF,183.482700
ISK,76.795835
INR,44.069428
IDR,8479.776501
IRR,24865.641087
ILS,1.854977
JPY,67.430423
KZT,253.989961
KRW,700.283522
KWD,0.178529
LYD,2.695898
MYR,2.457656
MUR,25.471289
MXN,12.328697
NPR,70.841606
NZD,0.829452
NOK,5.046593
OMR,0.227502
PKR,100.572134
PHP,29.958528
PLN,2.345996
QAR,2.153723
RON,2.530566
RUB,42.594568
SAR,2.218808
SGD,0.798975
ZAR,9.127769
LKR,119.223125
SEK,5.068948
CHF,0.540338
TWD,16.483408
THB,19.754604
TTD,4.009114
TRY,5.733526
AED,2.172953
GBP,0.433699
USD,0.591682
VEF,259699.157184
