currency,rate
ARS,14.630383
AUD,0.196736
BHD,0.055369
BWP,1.646100
BRL,0.832143
BND,0.198297
BGN,0.247847
CAD,0.181972
CLP,120.134699
CNY,0.940739
COP,554.797496
HRK,0.953779
CZK,3.258009
DKK,0.942870
EUR,0.126722
HKD,1.144787
HUF,46.216906
ISK,19.033115
INR,11.058171
IDR,2084.978049
IRR,6188.573604
ILS,0.472224
JPY,16.740079
KZT,62.643533
KRW,172.300411
KWD,0.044418
LYD,0.668976
MYR,0.611268
MUR,6.321733
MXN,2.972690
NPR,17.776009
NZD,0.206300
NOK,1.230662
OMR,0.056621
PKR,25.704757
PHP,7.459522
PLN,0.583850
QAR,0.536020
RON,0.626911
RUB,10.300831
SAR,0.552218
SGD,0.198297
ZAR,2.172397
LKR,29.746436
SEK,1.266578
CHF,0.135417
TWD,4.107528
THB,4.879347
TRY,1.435716
AED,0.540806
GBP,0.107007
USD,0.147258
VEF,62141.342553
