currency,rate
ARS,0.316559
AUD,0.004257
BHD,0.001198
BWP,0.035617
BRL,0.018005
BND,0.004291
BGN,0.005363
CAD,0.003937
CLP,2.599367
CNY,0.020355
COP,12.004211
HRK,0.020637
CZK,0.070494
DKK,0.020401
EUR,0.002742
HKD,0.024770
ISK,0.411821
INR,0.239267
IDR,45.112887
IRR,133.902811
ILS,0.010218
JPY,0.362207
KZT,1.355425
KRW,3.728082
KWD,0.000961
LYD,0.014475
MYR,0.013226
MUR,0.136784
MXN,0.064320
NPR,0.384621
NZD,0.004464
NOK,0.026628
OMR,0.001225
PKR,0.556176
PHP,0.161402
PLN,0.012633
QAR,0.011598
RON,0.013565
RUB,0.222880
SAR,0.011948
SGD,0.004291
ZAR,0.047004
LKR,0.643627
SEK,0.027405
CHF,0.002930
TWD,0.088875
THB,0.105575
TTD,0.021637
TRY,0.031065
AED,0.011701
GBP,0.002315
USD,0.003186
VEF,1344.558697
