currency,rate
ARS,80.320228
AUD,1.080995
BHD,0.303960
BWP,9.026170
BRL,4.567976
BND,1.089371
BGN,1.360118
CLP,659.451015
CNY,5.164356
COP,3047.388674
HRK,5.233496
CZK,17.878875
DKK,5.174459
EUR,0.695417
HKD,6.284564
HUF,253.669530
ISK,104.463319
INR,60.710627
IDR,11445.377004
IRR,33973.396306
ILS,2.594486
JPY,91.856327
KZT,343.781381
KRW,945.725472
KWD,0.243786
LYD,3.672616
MYR,3.355307
MUR,34.659616
MXN,16.338398
NPR,97.592334
NZD,1.133715
NOK,6.755287
OMR,0.310831
PKR,141.106171
PHP,40.991091
PLN,3.203733
QAR,2.942587
RON,3.440332
RUB,56.677514
SAR,3.031511
SGD,1.089371
ZAR,11.943187
LKR,163.295697
SEK,6.952961
CHF,0.743271
TWD,22.551167
THB,26.802873
TTD,5.489817
TRY,7.884626
AED,2.968860
GBP,0.587939
USD,0.808403
VEF,341112.055547
