currency,rate
ARS,115.452364
AUD,1.552497
BHD,0.436933
BWP,12.989829
BRL,6.566672
BND,1.564819
BGN,1.955830
CAD,1.435990
CLP,948.015843
CNY,7.423629
COP,4378.059123
HRK,7.526529
CZK,25.709839
DKK,7.440443
HKD,9.033830
HUF,364.710272
ISK,150.195530
INR,87.263055
IDR,16453.133311
IRR,48835.730687
ILS,3.726449
JPY,132.100549
KZT,494.337294
KRW,1359.669770
KWD,0.350513
LYD,5.279077
MYR,4.823684
MUR,49.886529
MXN,23.458315
NPR,140.275360
NZD,1.627971
NOK,9.711493
OMR,0.446810
PKR,202.843280
PHP,58.865129
PLN,4.607321
QAR,4.229880
RON,4.947125
RUB,81.286683
SAR,4.357706
SGD,1.564819
ZAR,17.142980
LKR,234.737280
SEK,9.994916
CHF,1.068613
TWD,32.413632
THB,38.504268
TTD,7.891274
TRY,11.329630
AED,4.267647
GBP,0.844425
USD,1.162055
VEF,490374.367952
