currency,rate
ARS,4.490591
AUD,0.060385
BHD,0.016995
BWP,0.505247
BRL,0.255415
BND,0.060865
BGN,0.076073
CAD,0.055854
CLP,36.873659
CNY,0.288747
COP,170.287301
HRK,0.292749
DKK,0.289401
EUR,0.038896
HKD,0.351376
HUF,14.185630
ISK,5.841947
INR,3.394150
IDR,639.954736
IRR,1899.495772
ILS,0.144943
JPY,5.138132
KZT,19.227553
KRW,52.885192
KWD,0.013633
LYD,0.205333
MYR,0.187620
MUR,1.940367
MXN,0.912426
NPR,5.456096
NZD,0.063321
NOK,0.377734
OMR,0.017379
PKR,7.889714
PHP,2.289595
PLN,0.179205
QAR,0.164524
RON,0.192421
RUB,3.161696
SAR,0.169496
SGD,0.060865
ZAR,0.666787
LKR,9.130251
SEK,0.388758
CHF,0.041564
TWD,1.260748
THB,1.497647
TTD,0.306936
TRY,0.440673
AED,0.165993
GBP,0.032844
USD,0.045199
VEF,19073.412547
