currency,rate
ARS,0.569164
AUD,0.007660
BHD,0.002154
BWP,0.064032
BRL,0.032370
BND,0.007720
BGN,0.009638
CAD,0.007086
CLP,4.673333
CNY,0.036598
COP,21.595764
HRK,0.037090
CZK,0.126702
DKK,0.036669
EUR,0.004928
HKD,0.044538
HUF,1.797776
ISK,0.740253
INR,0.430254
IDR,81.112725
IRR,240.763113
ILS,0.018384
JPY,0.650993
KZT,2.436307
KRW,6.702193
KWD,0.001728
LYD,0.026028
MYR,0.023778
MUR,0.245467
MXN,0.115783
NPR,0.691633
NZD,0.008033
NOK,0.047871
OMR,0.002203
PHP,0.290473
PLN,0.022704
QAR,0.020854
RON,0.024380
RUB,0.401570
SAR,0.021484
SGD,0.007720
ZAR,0.084639
LKR,1.157241
SEK,0.049273
CHF,0.005267
TWD,0.159801
THB,0.189943
TTD,0.038906
TRY,0.055898
AED,0.021040
GBP,0.004167
USD,0.005729
VEF,2417.438180
