currency,rate
ARS,11.888220
AUD,0.159862
BHD,0.044991
BWP,1.337573
BRL,0.676175
BND,0.161131
BGN,0.201393
CAD,0.147865
CLP,97.617929
CNY,0.764417
COP,450.812154
HRK,0.775013
CZK,2.647362
DKK,0.766148
EUR,0.102971
HKD,0.930221
HUF,37.554500
ISK,15.465751
INR,8.985545
IDR,1694.191939
IRR,5028.653188
ILS,0.383715
JPY,13.602496
KZT,50.902296
KRW,140.006254
KWD,0.036093
LYD,0.543591
MYR,0.496698
MUR,5.136855
MXN,2.415521
NPR,14.444263
NZD,0.167633
OMR,0.046008
PKR,20.886930
PHP,6.061388
PLN,0.474419
QAR,0.435554
RON,0.509409
RUB,8.370153
SAR,0.448716
SGD,0.161131
ZAR,1.765226
LKR,24.171080
SEK,1.029184
CHF,0.110036
TWD,3.337657
THB,3.964814
TTD,0.812571
TRY,1.166621
AED,0.439443
GBP,0.086951
USD,0.119658
VEF,50494.230234
