currency,rate
ARS,59.053858
AUD,0.794780
BHD,0.223480
BWP,6.636313
BRL,3.358514
BND,0.800938
CAD,0.735230
CLP,484.848311
CNY,3.796991
COP,2240.532227
HRK,3.847824
CZK,13.145089
DKK,3.804419
EUR,0.511292
HKD,4.620602
HUF,186.505503
ISK,76.804588
INR,44.636288
IDR,8414.986982
IRR,24978.267430
ILS,1.907545
JPY,67.535547
KZT,252.758458
KRW,695.325941
KWD,0.179239
LYD,2.700218
MYR,2.466923
MUR,25.482797
MXN,12.012484
NPR,71.752832
NZD,0.833542
NOK,4.966691
OMR,0.228532
PKR,103.745520
PHP,30.137889
PLN,2.355482
QAR,2.163479
RON,2.529436
RUB,41.671021
SAR,2.228859
SGD,0.800938
ZAR,8.780992
LKR,120.059930
SEK,5.112027
CHF,0.546476
TWD,16.580299
THB,19.706282
TTD,4.036279
TRY,5.797015
AED,2.182796
GBP,0.432271
USD,0.594362
VEF,250795.889526
