currency,rate
ARS,1.961303
AUD,0.026374
BHD,0.007423
BWP,0.220671
BRL,0.111555
BND,0.026583
BGN,0.033226
CAD,0.024395
CLP,16.104880
CNY,0.126112
COP,74.374408
HRK,0.127861
CZK,0.436758
DKK,0.126398
EUR,0.016988
HKD,0.153467
HUF,6.195693
ISK,2.551520
INR,1.482424
IDR,279.505602
IRR,829.620720
ILS,0.063305
JPY,2.244122
KZT,8.397795
KRW,23.098051
KWD,0.005955
LYD,0.089681
MYR,0.081945
MUR,0.847472
MXN,0.398510
NPR,2.382996
NZD,0.027656
NOK,0.164979
OMR,0.007590
PKR,3.445899
PLN,0.078269
QAR,0.071857
RON,0.084042
RUB,1.380897
SAR,0.074029
SGD,0.026583
ZAR,0.291225
LKR,3.987714
SEK,0.169793
CHF,0.018154
TWD,0.550642
THB,0.654110
TTD,0.134057
TRY,0.192468
AED,0.072499
GBP,0.014345
USD,0.019741
VEF,8330.473002
