currency,rate
ARS,74.362460
BHD,0.281418
BWP,8.357016
BRL,4.229556
BND,1.007914
BGN,1.259682
CAD,0.924993
CLP,610.602255
CNY,4.781623
COP,2819.339388
HRK,4.847235
CZK,16.557599
DKK,4.792336
EUR,0.644065
HKD,5.818310
HUF,234.876829
ISK,96.740430
INR,56.202176
IDR,10597.184841
IRR,31453.895448
ILS,2.400161
JPY,85.080623
KZT,318.390550
KRW,875.607091
KWD,0.225745
LYD,3.400103
MYR,3.106974
MUR,32.134887
MXN,15.110951
NPR,90.344998
NZD,1.048686
NOK,6.255116
OMR,0.287779
PKR,130.647487
PHP,37.916952
PLN,2.967510
QAR,2.724362
RON,3.186246
RUB,52.371438
SAR,2.806692
SGD,1.007914
ZAR,11.045941
LKR,151.188868
SEK,6.437352
CHF,0.688268
TWD,20.873246
THB,24.799813
TTD,5.082570
TRY,7.297470
AED,2.748687
GBP,0.543942
USD,0.748451
VEF,315844.426484
