currency,rate
ARS,73.779988
AUD,0.992125
BHD,0.279222
BWP,8.301167
BRL,4.196441
BGN,1.249876
CAD,0.917671
CLP,605.830799
CNY,4.744080
COP,2797.804569
HRK,4.809839
CZK,16.429907
DKK,4.754825
EUR,0.639051
HKD,5.773081
HUF,233.068590
ISK,95.982655
INR,55.765572
IDR,10514.396965
IRR,31208.539359
ILS,2.381392
JPY,84.419033
KZT,315.906913
KRW,868.898795
KWD,0.223996
LYD,3.373601
MYR,3.082581
MUR,31.880054
MXN,14.991068
NPR,89.643158
NZD,1.040357
NOK,6.206143
OMR,0.285535
PKR,129.627271
PHP,37.617840
PLN,2.944315
QAR,2.703111
RON,3.161467
RUB,51.946364
SAR,2.784798
SGD,1.000000
ZAR,10.955244
LKR,150.009174
SEK,6.387264
CHF,0.682899
TWD,20.713975
THB,24.606204
TTD,5.042929
TRY,7.240215
AED,2.727245
GBP,0.539631
USD,0.742613
VEF,313374.399190
