currency,rate
ARS,329.437716
AUD,4.433837
BHD,1.246817
BWP,37.062626
BRL,18.736250
BND,4.468548
BGN,5.578855
CAD,4.101577
CLP,2704.970458
CNY,21.183048
COP,12499.839135
HRK,21.468300
CZK,73.336427
DKK,21.224124
EUR,2.852423
HKD,25.779042
HUF,1040.570296
ISK,428.465842
INR,249.035028
IDR,46948.836761
IRR,139356.038430
ILS,10.640889
JPY,376.801176
KZT,1410.158232
KRW,3879.294462
LYD,15.065048
MYR,13.762873
MUR,142.078636
MXN,67.016498
NPR,400.323808
NZD,4.649803
NOK,27.708034
OMR,1.275003
PKR,578.809756
PHP,168.128796
PLN,13.141536
QAR,12.070247
RON,14.111202
RUB,232.432595
SAR,12.435007
SGD,4.468548
ZAR,48.989715
LKR,669.822418
SEK,28.519720
CHF,3.048846
TWD,92.494520
THB,109.941150
TTD,22.519075
TRY,32.354416
AED,12.178017
GBP,2.411768
USD,3.316002
VEF,1399236.802402
