currency,rate
ARS,73.723668
AUD,0.992232
BHD,0.279021
BWP,8.294110
BRL,4.192917
BND,1.000000
BGN,1.248472
CAD,0.917877
CLP,605.335502
CNY,4.740477
COP,2797.293542
HRK,4.804313
CZK,16.411692
DKK,4.749669
EUR,0.638333
HKD,5.768998
HUF,232.865442
ISK,95.884813
INR,55.730643
IDR,10506.509439
IRR,31185.981041
ILS,2.381286
JPY,84.322965
KZT,315.574182
KRW,868.133200
KWD,0.223786
LYD,3.371352
MYR,3.079943
MUR,31.795261
MXN,14.997378
NPR,89.587009
NZD,1.040562
NOK,6.200680
OMR,0.285328
PKR,129.529730
PHP,37.624932
PLN,2.940896
QAR,2.701157
RON,3.157895
RUB,52.015245
SAR,2.782785
ZAR,10.963230
LKR,149.897123
SEK,6.382324
CHF,0.682290
TWD,20.699012
THB,24.603330
TTD,5.039462
TRY,7.240477
AED,2.725274
GBP,0.539721
USD,0.742076
VEF,313130.115369
