currency,rate
AUD,0.013459
BHD,0.003784
BWP,0.112377
BRL,0.056872
BND,0.013563
BGN,0.016934
CAD,0.012450
CLP,8.210273
CNY,0.064297
COP,37.940488
HRK,0.065158
CZK,0.222595
DKK,0.064423
EUR,0.008658
HKD,0.078244
HUF,3.158227
ISK,1.300585
INR,0.755857
IDR,142.496819
IRR,422.974351
ILS,0.032302
JPY,1.143626
KZT,4.280135
KRW,11.774437
KWD,0.003035
LYD,0.045725
MYR,0.041774
MUR,0.431518
MXN,0.203416
NPR,1.215041
NZD,0.014115
NOK,0.084104
OMR,0.003870
PKR,1.756795
PHP,0.510346
PLN,0.039887
QAR,0.036636
RON,0.042833
RUB,0.705644
SAR,0.037743
SGD,0.013563
ZAR,0.148695
LKR,2.033058
SEK,0.086566
CHF,0.009254
TWD,0.280766
THB,0.333700
TTD,0.068349
TRY,0.098165
AED,0.036963
GBP,0.007320
USD,0.010065
VEF,4246.900986
