currency,rate
ARS,0.873973
AUD,0.011752
BHD,0.003308
BWP,0.098333
BRL,0.049710
BND,0.011846
BGN,0.014806
CAD,0.010870
CLP,7.176472
CNY,0.056197
COP,33.141869
HRK,0.056976
CZK,0.194623
DKK,0.056324
EUR,0.007570
HKD,0.068386
HUF,2.760854
ISK,1.136979
INR,0.660581
IDR,124.550075
IRR,369.686054
ILS,0.028209
KZT,3.742129
KRW,10.292688
KWD,0.002653
LYD,0.039963
MYR,0.036515
MUR,0.377641
MXN,0.177579
NPR,1.061883
NZD,0.012324
NOK,0.073516
OMR,0.003382
PKR,1.535522
PHP,0.445609
PLN,0.034877
QAR,0.032020
RON,0.037450
RUB,0.615339
SAR,0.032988
SGD,0.011846
ZAR,0.129772
LKR,1.776959
SEK,0.075661
CHF,0.008089
TWD,0.245371
THB,0.291477
TTD,0.059737
TRY,0.085765
AED,0.032306
GBP,0.006392
USD,0.008797
VEF,3712.129678
