currency,rate
ARS,0.026355
AUD,0.000355
BHD,0.000100
BWP,0.002965
BRL,0.001499
BND,0.000357
BGN,0.000446
CAD,0.000328
CLP,0.216400
CNY,0.001695
HRK,0.001717
CZK,0.005867
DKK,0.001698
EUR,0.000228
HKD,0.002062
HUF,0.083247
ISK,0.034278
INR,0.019923
IDR,3.755955
IRR,11.148627
ILS,0.000851
JPY,0.030144
KZT,0.112814
KRW,0.310348
KWD,0.000080
LYD,0.001205
MYR,0.001101
MUR,0.011366
MXN,0.005361
NPR,0.032026
NZD,0.000372
NOK,0.002217
OMR,0.000102
PKR,0.046305
PHP,0.013450
PLN,0.001051
QAR,0.000966
RON,0.001129
RUB,0.018595
SAR,0.000995
SGD,0.000357
ZAR,0.003919
LKR,0.053586
SEK,0.002282
CHF,0.000244
TWD,0.007400
THB,0.008795
TTD,0.001802
TRY,0.002588
AED,0.000974
GBP,0.000193
USD,0.000265
VEF,111.940385
