currency,rate
ARS,1.420311
AUD,0.019099
BHD,0.005375
BWP,0.159803
BRL,0.080784
BND,0.019251
BGN,0.024061
CAD,0.017666
CLP,11.662622
CNY,0.091327
COP,53.859488
HRK,0.092592
CZK,0.316286
DKK,0.091533
EUR,0.012302
HKD,0.111135
HUF,4.486716
ISK,1.847726
INR,1.073522
IDR,202.408719
IRR,600.783905
ILS,0.045843
JPY,1.625119
KZT,6.081406
KRW,16.726845
KWD,0.004312
LYD,0.064944
MYR,0.059342
MUR,0.613711
MXN,0.288587
NPR,1.725687
NZD,0.020028
NOK,0.119472
OMR,0.005497
PKR,2.495406
PHP,0.724167
PLN,0.056680
QAR,0.052037
RON,0.060860
SAR,0.053609
SGD,0.019251
ZAR,0.210895
LKR,2.887770
SEK,0.122959
CHF,0.013146
TWD,0.398757
THB,0.473685
TTD,0.097080
TRY,0.139379
AED,0.052501
GBP,0.010388
USD,0.014296
VEF,6032.653212
