currency,rate
ARS,70.849825
AUD,0.953554
BHD,0.268144
BWP,7.970795
BRL,4.029472
BND,0.961019
BGN,1.199805
CAD,0.882097
CLP,581.738743
CNY,4.555687
COP,2688.251430
HRK,4.617035
CZK,15.771943
DKK,4.564521
EUR,0.613450
HKD,5.544115
HUF,223.788047
ISK,92.147099
INR,53.558191
IDR,10096.952144
IRR,29970.311259
ILS,2.288460
JPY,81.035947
KZT,303.272693
KRW,834.292247
KWD,0.215063
LYD,3.239933
MYR,2.959883
MUR,30.555841
MXN,14.412761
NPR,86.094792
NOK,5.958970
OMR,0.274206
PKR,124.480494
PHP,36.158263
PLN,2.826257
QAR,2.595862
RON,3.034796
RUB,49.987624
SAR,2.674309
SGD,0.961019
ZAR,10.535869
LKR,144.053940
SEK,6.133533
CHF,0.655694
TWD,19.892138
THB,23.644261
TTD,4.843017
TRY,6.958234
AED,2.619039
GBP,0.518682
USD,0.713149
VEF,300923.899427
