currency,rate
ARS,4.915770
AUD,0.066160
BHD,0.018605
BWP,0.553037
BRL,0.279577
BND,0.066678
BGN,0.083246
CAD,0.061202
CLP,40.362755
CNY,0.316087
COP,186.518835
HRK,0.320344
CZK,1.094304
DKK,0.316700
EUR,0.042563
HKD,0.384667
HUF,15.527077
ISK,6.393438
INR,3.716026
IDR,700.556404
IRR,2079.428841
ILS,0.158780
JPY,5.622514
KZT,21.041956
KRW,57.885664
KWD,0.014922
LYD,0.224796
MYR,0.205365
MUR,2.120055
NPR,5.973511
NZD,0.069383
NOK,0.413451
OMR,0.019025
PKR,8.636825
PHP,2.508767
PLN,0.196094
QAR,0.180109
RON,0.210563
RUB,3.468289
SAR,0.185551
SGD,0.066678
ZAR,0.731010
LKR,9.994888
SEK,0.425563
CHF,0.045494
TWD,1.380175
THB,1.640509
TTD,0.336023
TRY,0.482783
AED,0.181717
GBP,0.035988
USD,0.049480
VEF,20878.990210
