currency,rate
ARS,136.595951
AUD,1.838418
BHD,0.516972
BWP,15.367411
BRL,7.768679
BND,1.852810
BGN,2.313181
CAD,1.700652
CLP,1121.571676
CNY,8.783204
COP,5182.853469
HRK,8.901479
CZK,30.407748
DKK,8.800235
EUR,1.182711
HKD,10.688858
HUF,431.455422
ISK,177.656340
INR,103.258294
IDR,19466.565837
IRR,57781.697780
ILS,4.412070
JPY,156.234433
KZT,584.699003
KRW,1608.485881
KWD,0.414634
LYD,6.246475
MYR,5.706550
MUR,58.910578
MXN,27.787293
NPR,165.987707
NZD,1.927965
NOK,11.488682
OMR,0.528659
PKR,239.993981
PHP,69.711850
PLN,5.448922
QAR,5.004730
RON,5.850979
RUB,96.374367
SAR,5.155972
SGD,1.852810
ZAR,20.312782
LKR,277.730890
SEK,11.825235
CHF,1.264154
TWD,38.351337
THB,45.585296
TTD,9.337165
TRY,13.415229
AED,5.049415
USD,1.374926
VEF,580170.611546
