currency,rate
ARS,17.581564
AUD,0.236421
BHD,0.066538
BWP,1.978145
BND,0.238297
BGN,0.297842
CAD,0.218679
CLP,144.367779
CNY,1.130501
COP,666.708977
HRK,1.146171
CZK,3.915201
DKK,1.133061
EUR,0.152284
HKD,1.375709
HUF,55.539591
ISK,22.872397
INR,13.288779
IDR,2505.551289
IRR,7436.907345
ILS,0.567479
JPY,20.116819
KZT,75.279731
KRW,207.056144
KWD,0.053378
LYD,0.803920
MYR,0.734571
MUR,7.596927
MXN,3.572329
NPR,21.361713
NZD,0.247914
NOK,1.478906
OMR,0.068042
PKR,30.889815
PHP,8.964226
PLN,0.701622
QAR,0.644144
RON,0.753369
RUB,12.378673
SAR,0.663610
SGD,0.238297
ZAR,2.610604
LKR,35.746765
SEK,1.522067
CHF,0.162733
TWD,4.936082
THB,5.863589
TTD,1.201716
TRY,1.725323
AED,0.649895
GBP,0.128593
USD,0.176963
VEF,74676.239868
