currency,rate
ARS,26.492764
AUD,0.356561
BHD,0.100267
BWP,2.980507
BRL,1.506734
BND,0.359352
BGN,0.448641
CAD,0.329841
CLP,217.528658
CNY,1.703501
COP,1005.213653
HRK,1.726441
CZK,5.897578
DKK,1.706804
EUR,0.229387
HKD,2.073102
HUF,83.680714
ISK,34.456421
INR,20.026931
IDR,3775.537524
IRR,11206.751617
ILS,0.855720
JPY,30.301645
KZT,113.402284
KRW,311.965595
KWD,0.080418
LYD,1.211503
MYR,1.106784
MUR,11.425698
MXN,5.389341
NPR,32.193291
NZD,0.373928
NOK,2.228228
OMR,0.102533
PKR,46.546797
PHP,13.520603
PLN,1.056818
QAR,0.970667
RON,1.134796
RUB,18.691794
SGD,0.359352
ZAR,3.939661
LKR,53.865864
SEK,2.293502
CHF,0.245183
TWD,7.438236
THB,8.841261
TTD,1.810942
TRY,2.601882
AED,0.979333
GBP,0.193950
USD,0.266667
VEF,112524.003084
