currency,rate
ARS,11.551226
AUD,0.155466
BHD,0.043718
BWP,1.299544
BRL,0.656958
BND,0.156683
BGN,0.195614
CAD,0.143815
CLP,94.845618
CNY,0.742751
COP,438.287585
HRK,0.752753
CZK,2.571429
DKK,0.744191
EUR,0.100016
HKD,0.903902
HUF,36.485993
ISK,15.023494
INR,8.732029
IDR,1646.188567
IRR,4886.304603
ILS,0.373106
JPY,13.211952
KZT,49.445024
KRW,136.021478
KWD,0.035063
LYD,0.528233
MYR,0.482574
MUR,4.981768
MXN,2.349830
NPR,14.036737
NZD,0.163038
NOK,0.971539
OMR,0.044706
PKR,20.295072
PHP,5.895177
PLN,0.460788
QAR,0.423225
RON,0.494788
RUB,8.149891
SAR,0.436014
SGD,0.156683
ZAR,1.717749
LKR,23.486290
CHF,0.106903
TWD,3.243178
THB,3.854917
TTD,0.789597
TRY,1.134458
AED,0.427003
GBP,0.084565
USD,0.116270
VEF,49062.080873
