currency,rate
ARS,264.246435
AUD,3.556377
BWP,29.695301
BRL,15.028235
BND,3.583933
BGN,4.474668
CAD,3.289911
CLP,2169.535422
CNY,16.990274
COP,10025.638782
HRK,17.217739
CZK,58.819914
DKK,17.023513
EUR,2.287862
HKD,20.675660
HUF,834.550282
ISK,343.675065
INR,199.732586
IDR,37654.276438
IRR,111769.464266
ILS,8.535629
JPY,302.199178
KZT,1131.010288
KRW,3111.353026
KWD,0.802035
LYD,12.082581
MYR,11.038662
MUR,114.027067
MXN,53.751883
NPR,321.070132
NZD,3.729822
NOK,22.224297
OMR,1.022606
PKR,464.226801
PHP,134.857058
PLN,10.539999
QAR,9.680851
RON,11.318389
RUB,186.464000
SAR,9.973404
SGD,3.583933
ZAR,39.292026
LKR,537.228378
SEK,22.874626
CHF,2.445297
TWD,74.191342
THB,88.179078
TTD,18.061011
TRY,25.939721
AED,9.767287
GBP,1.934269
USD,2.659574
VEF,1122228.444847
