currency,rate
ARS,27.293370
AUD,0.367336
BHD,0.103297
BWP,3.070577
BRL,1.552267
BND,0.370212
BGN,0.462199
CAD,0.339809
CLP,224.102326
CNY,1.754980
COP,1035.590989
HRK,1.778613
CZK,6.075802
DKK,1.758384
EUR,0.236319
HKD,2.135751
HUF,86.209527
ISK,35.497686
INR,20.632140
IDR,3889.633438
IRR,11545.417188
ILS,0.881580
JPY,31.217354
KZT,116.829276
KRW,321.393127
KWD,0.082848
LYD,1.248114
MYR,1.140231
MUR,11.770980
MXN,5.552206
NPR,33.166165
NZD,0.385228
NOK,2.295565
OMR,0.105632
PKR,47.953430
PHP,13.929193
PLN,1.088754
RON,1.169090
RUB,19.256656
SAR,1.030220
SGD,0.370212
ZAR,4.058717
LKR,55.493679
SEK,2.362812
CHF,0.252592
TWD,7.663018
THB,9.108442
TTD,1.865668
TRY,2.680510
AED,1.008929
GBP,0.199811
USD,0.274725
VEF,115924.453726
