currency,rate
ARS,15.516867
AUD,0.208657
BHD,0.058724
BWP,1.745841
BRL,0.882565
BND,0.210313
BGN,0.262865
CAD,0.192998
CLP,127.413896
CNY,0.997740
COP,588.413763
HRK,1.011570
CZK,3.455418
EUR,0.134401
HKD,1.214152
HUF,49.017279
ISK,20.186369
INR,11.728207
IDR,2211.310953
IRR,6563.551399
ILS,0.500837
JPY,17.754393
KZT,66.439228
KRW,182.740430
KWD,0.047109
LYD,0.709511
MYR,0.648306
MUR,6.704779
MXN,3.152812
NPR,18.853092
NZD,0.218800
NOK,1.305230
OMR,0.060052
PKR,27.262258
PHP,7.911509
PLN,0.619227
QAR,0.568498
RON,0.664897
RUB,10.924979
SAR,0.585678
SGD,0.210313
ZAR,2.304027
LKR,31.548831
SEK,1.343323
CHF,0.143622
TWD,4.356412
THB,5.174997
TTD,1.060592
TRY,1.522709
AED,0.573574
GBP,0.113491
USD,0.156181
VEF,65906.608209
