currency,rate
ARS,30.959604
AUD,0.416679
BHD,0.117172
BWP,3.483038
BRL,1.760779
BND,0.419941
BGN,0.524285
CAD,0.385454
CLP,254.205301
CNY,1.990722
COP,1174.698731
HRK,2.017529
CZK,6.891945
DKK,1.994582
EUR,0.268062
HKD,2.422640
HUF,97.789787
ISK,40.265981
INR,23.403592
IDR,4412.115899
IRR,13096.277464
JPY,35.410685
KZT,132.522592
KRW,364.564874
KWD,0.093977
LYD,1.415770
MYR,1.293395
MUR,13.352139
MXN,6.298017
NPR,37.621274
NZD,0.436975
NOK,2.603921
OMR,0.119821
PKR,54.394867
PHP,15.800258
PLN,1.235004
QAR,1.134327
RON,1.326130
RUB,21.843343
SAR,1.168606
SGD,0.419941
ZAR,4.603912
LKR,62.947974
SEK,2.680201
CHF,0.286522
TWD,8.692367
THB,10.331951
TTD,2.116278
TRY,3.040574
AED,1.144455
GBP,0.226651
USD,0.311628
VEF,131496.227992
