currency,rate
ARS,6.734974
AUD,0.090558
BHD,0.025488
BWP,0.757951
BRL,0.383088
BND,0.091281
BGN,0.114086
CAD,0.083770
CLP,55.299914
CNY,0.433051
COP,255.378890
HRK,0.438979
CZK,1.499739
DKK,0.434012
EUR,0.058331
HKD,0.526993
HUF,21.275391
ISK,8.761225
INR,5.090249
IDR,959.900890
IRR,2848.827286
ILS,0.217407
JPY,7.706424
KZT,28.834413
KRW,79.347620
KWD,0.020453
LYD,0.307909
MYR,0.281420
MUR,2.918094
MXN,1.368493
NPR,8.182575
NZD,0.094951
NOK,0.566506
OMR,0.026065
PKR,11.832513
PHP,3.434239
PLN,0.268760
QAR,0.246750
RON,0.288575
RUB,4.740711
SAR,0.254206
SGD,0.091281
LKR,13.693606
SEK,0.583002
CHF,0.062329
TWD,1.890929
THB,2.245960
TTD,0.460136
TRY,0.660778
AED,0.248953
GBP,0.049258
USD,0.067788
VEF,28728.304355
