currency,rate
ARS,1.322857
AUD,0.017804
BHD,0.005007
BWP,0.148825
BRL,0.075235
BND,0.017943
BGN,0.022402
CAD,0.016470
CLP,10.861807
CNY,0.085061
COP,50.193096
HRK,0.086206
CZK,0.294482
DKK,0.085225
EUR,0.011454
HKD,0.103516
HUF,4.178409
ISK,1.720504
IDR,188.523025
IRR,559.584085
ILS,0.042728
JPY,1.513045
KZT,5.662489
KRW,15.577304
KWD,0.004015
LYD,0.060494
MYR,0.055265
MUR,0.570517
MXN,0.269105
NPR,1.607500
NZD,0.018671
NOK,0.111262
OMR,0.005120
PKR,2.324210
PHP,0.675121
PLN,0.052770
QAR,0.048468
RON,0.056664
RUB,0.933333
SAR,0.049933
SGD,0.017943
ZAR,0.196718
LKR,2.689672
SEK,0.114521
CHF,0.012243
TWD,0.371412
THB,0.441469
TTD,0.090425
TRY,0.129919
AED,0.048901
GBP,0.009684
USD,0.013315
VEF,5618.634504
