currency,rate
ARS,3.561846
AUD,0.047896
BHD,0.013480
BWP,0.400752
BRL,0.202590
BND,0.048277
BGN,0.060340
CAD,0.044302
CLP,29.247443
CNY,0.229028
COP,135.068453
HRK,0.232203
CZK,0.793180
DKK,0.229547
EUR,0.030851
HKD,0.278705
HUF,11.251756
ISK,4.633715
INR,2.692171
IDR,507.599189
IRR,1506.641732
ILS,0.114965
JPY,4.075463
KZT,15.250907
KRW,41.947467
KWD,0.010814
LYD,0.162866
MYR,0.148817
MUR,1.539060
MXN,0.723718
NPR,4.327666
NZD,0.050225
NOK,0.299611
OMR,0.013785
PKR,6.257962
PHP,1.816061
PLN,0.142141
QAR,0.130497
RON,0.152625
RUB,2.507793
SAR,0.134441
SGD,0.048277
ZAR,0.528882
LKR,7.241931
SEK,0.308355
CHF,0.032968
THB,1.187904
TTD,0.243455
TRY,0.349533
AED,0.131662
GBP,0.026052
USD,0.035851
VEF,15128.646109
