currency,rate
ARS,21.869803
AUD,0.294085
BHD,0.082767
BWP,2.460625
BRL,1.243905
BND,0.296419
BGN,0.370487
CAD,0.272015
CLP,179.579864
CNY,1.406236
COP,829.322914
HRK,1.425728
CZK,4.870140
DKK,1.409421
EUR,0.189427
HKD,1.711252
HUF,69.085998
ISK,28.451099
INR,16.529985
IDR,3116.668844
IRR,9250.809402
ILS,0.705890
JPY,25.023420
KZT,93.640866
KRW,257.558261
KWD,0.066397
MYR,0.913736
MUR,9.449859
MXN,4.443640
NPR,26.571951
NZD,0.308382
NOK,1.839620
OMR,0.084638
PKR,38.424008
PHP,11.150649
PLN,0.872751
QAR,0.801254
RON,0.937119
RUB,15.397898
SAR,0.825468
SGD,0.296419
ZAR,3.247344
LKR,44.465595
SEK,1.893308
CHF,0.202424
TWD,6.140019
THB,7.293751
TTD,1.494821
TRY,2.146139
AED,0.808408
GBP,0.159957
USD,0.220125
VEF,92890.179991
