currency,rate
ARS,0.768680
AUD,0.010337
BHD,0.002909
BWP,0.086486
BRL,0.043721
BND,0.010419
BGN,0.013022
CAD,0.009561
CLP,6.311878
CNY,0.049426
COP,29.149064
HRK,0.050112
CZK,0.171176
DKK,0.049538
EUR,0.006658
HKD,0.060147
HUF,2.428237
INR,0.580996
IDR,109.544760
IRR,325.147698
ILS,0.024811
JPY,0.879524
KZT,3.291292
KRW,9.052665
KWD,0.002334
LYD,0.035148
MYR,0.032116
MUR,0.332144
MXN,0.156185
NPR,0.933952
NZD,0.010839
NOK,0.064659
OMR,0.002975
PKR,1.350528
PHP,0.391923
PLN,0.030675
QAR,0.028162
RON,0.032938
RUB,0.541206
SAR,0.029014
SGD,0.010419
ZAR,0.114138
LKR,1.562878
SEK,0.066546
CHF,0.007115
TWD,0.215810
THB,0.256361
TTD,0.052540
TRY,0.075433
AED,0.028414
GBP,0.005622
USD,0.007737
VEF,3264.906548
