currency,rate
ARS,10.190303
AUD,0.137030
BHD,0.038565
BWP,1.146536
BRL,0.579602
BND,0.138117
BGN,0.172630
CAD,0.126746
CLP,83.675799
CNY,0.655240
COP,386.425605
HRK,0.664323
CZK,2.269257
DKK,0.656724
EUR,0.088264
HKD,0.797363
HUF,32.190837
ISK,13.256879
INR,7.702198
IDR,1452.221593
IRR,4310.443565
ILS,0.328912
JPY,11.659741
KZT,43.632254
KRW,120.010077
KWD,0.030938
LYD,0.465953
MYR,0.425758
MUR,4.403191
MXN,2.070528
NPR,12.381283
NZD,0.143691
NOK,0.857177
OMR,0.039437
PKR,17.903787
PHP,5.195680
PLN,0.406661
QAR,0.373347
RON,0.436654
RUB,7.174699
SAR,0.384629
SGD,0.138117
ZAR,1.513110
LKR,20.718883
SEK,0.882193
CHF,0.094320
TWD,2.860961
THB,3.398546
TTD,0.696516
AED,0.376680
GBP,0.074532
USD,0.102568
VEF,43282.469800
