currency,rate
ARS,8.898594
AUD,0.119762
BHD,0.033675
BRL,0.506081
BND,0.120690
BGN,0.150686
CAD,0.110789
CLP,73.059890
CNY,0.572154
COP,337.617011
HRK,0.579814
CZK,1.980782
DKK,0.573273
EUR,0.077045
HKD,0.696260
HUF,28.103783
ISK,11.573382
INR,6.726067
IDR,1268.021374
IRR,3763.877124
ILS,0.287440
JPY,10.176667
KZT,38.087180
KRW,104.775938
KWD,0.027009
LYD,0.406885
MYR,0.371731
MUR,3.839903
MXN,1.810114
NPR,10.812153
NZD,0.125603
NOK,0.748411
OMR,0.034437
PKR,15.633005
PHP,4.541360
PLN,0.354938
QAR,0.326006
RON,0.381151
RUB,6.279243
SAR,0.335858
SGD,0.120690
ZAR,1.323173
LKR,18.091360
SEK,0.770311
CHF,0.082346
TWD,2.498420
THB,2.969462
TTD,0.608211
TRY,0.873529
AED,0.328917
GBP,0.065137
USD,0.089562
VEF,37791.448665
