currency,rate
ARS,0.491828
AUD,0.006619
BHD,0.001861
BWP,0.055332
BRL,0.027972
BND,0.006671
BGN,0.008329
CAD,0.006123
CLP,4.038340
CNY,0.031625
COP,18.661422
HRK,0.032051
CZK,0.109486
DKK,0.031686
EUR,0.004258
HKD,0.038486
HUF,1.553502
ISK,0.639671
INR,0.371793
IDR,70.091468
IRR,208.049230
ILS,0.015886
JPY,0.562539
KZT,2.105272
KRW,5.791527
KWD,0.001493
LYD,0.022491
MYR,0.020547
MUR,0.212114
MXN,0.100051
NPR,0.597657
NZD,0.006942
NOK,0.041366
OMR,0.001903
PKR,0.864124
PHP,0.251005
PLN,0.019619
QAR,0.018020
RON,0.021067
RUB,0.347006
SAR,0.018565
SGD,0.006671
ZAR,0.073138
SEK,0.042578
CHF,0.004552
TWD,0.138088
THB,0.164135
TTD,0.033619
TRY,0.048303
AED,0.018181
GBP,0.003601
USD,0.004951
VEF,2088.966813
