date,rate
2021-10-01,1.467579
2021-10-02,1.467739
2021-10-03,1.467691
2021-10-04,1.452718
2021-10-05,1.45737
2021-10-06,1.460229
2021-10-07,1.480086
2021-10-08,1.471166
2021-10-09,1.471142
2021-10-10,1.472127
2021-10-11,1.466269
2021-10-12,1.471591
2021-10-13,1.480674
2021-10-14,1.48088
2021-10-15,1.493996
2021-10-16,1.498787
2021-10-17,1.499122
2021-10-18,1.496362
2021-10-19,1.510094
2021-10-20,1.519159
2021-10-21,1.509671
2021-10-22,1.490177
2021-10-23,1.487485
2021-10-24,1.487698
2021-10-25,1.506488
2021-10-26,1.491967
2021-10-27,1.473623
2021-10-28,1.457211
2021-10-29,1.456636
2021-10-30,1.456334
2021-10-31,1.456485
2021-11-01,1.452118
